city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Troianul,44.0014,25.0211,Romania,RO,Teleorman,,2753,2753
Persinari,44.8019,25.4988,Romania,RO,Dambovita,,2750,2750
Stancea,44.1367,26.8129,Romania,RO,Calarasi,,2744,2744
Floresti,44.6192,23.5284,Romania,RO,Gorj,,2744,2744
Sagna,46.9709,27.008,Romania,RO,Neamt,,2742,2742
Marsa,44.3667,25.55,Romania,RO,Giurgiu,,2742,2742
Salva,47.3086,24.3569,Romania,RO,Bistrita-Nasaud,,2738,2738
Roma,47.8333,26.6,Romania,RO,Botosani,,2738,2738
Holboca,47.15,27.7,Romania,RO,Iasi,,2737,2737
Chisoda,45.7028,21.2114,Romania,RO,Timis,,2736,2736
Sanzieni,46.05,26.1333,Romania,RO,Covasna,,2730,2730
Siculeni,46.4356,25.7524,Romania,RO,Harghita,,2726,2726
Aricestii-Rahtivani,44.95,25.8333,Romania,RO,Prahova,,2721,2721
Brebeni,44.3667,24.45,Romania,RO,Olt,,2720,2720
Botiza,47.6667,24.15,Romania,RO,Maramures,,2717,2717
Cretesti,44.2769,26.1364,Romania,RO,Ilfov,,2708,2708
Lechinta,47.0194,24.3336,Romania,RO,Bistrita-Nasaud,,2702,2702
Felnac,46.1167,21.15,Romania,RO,Arad,,2699,2699
Mavrodin,44.0333,25.25,Romania,RO,Teleorman,,2693,2693
Glodeni,46.65,24.6,Romania,RO,Mures,,2688,2688
Lita,43.8,24.8167,Romania,RO,Teleorman,,2687,2687
Petelea,46.73,24.72,Romania,RO,Mures,,2683,2683
Rasca,47.3667,26.2333,Romania,RO,Suceava,,2681,2681
Catamaresti-Deal,47.7707,26.6007,Romania,RO,Botosani,,2678,2678
Hodac,46.7745,24.9223,Romania,RO,Mures,,2672,2672
Dragomiresti-Deal,44.4594,25.946,Romania,RO,Ilfov,,2669,2669
Lazuri,47.8543,22.8708,Romania,RO,Satu Mare,,2666,2666
Vladestii de Sus,45.154,24.9269,Romania,RO,Arges,,2663,2663
Calinesti-Oas,47.9203,23.2864,Romania,RO,Satu Mare,,2662,2662
Casin,46.1992,26.7449,Romania,RO,Bacau,,2662,2662
Vetrisoaia,46.4291,28.2097,Romania,RO,Vaslui,,2662,2662
Fratautii Vechi,47.9,25.8833,Romania,RO,Suceava,,2653,2653
Corunca,46.5167,24.6167,Romania,RO,Mures,,2649,2649
Tarsolt,47.9436,23.3359,Romania,RO,Satu Mare,,2649,2649
Stoicanesti,44.1845,24.6407,Romania,RO,Olt,,2638,2638
Brahasestii de Sus,46.0399,27.3701,Romania,RO,Galati,,2637,2637
Silistea Noua,44.3833,25,Romania,RO,Teleorman,,2633,2633
Ploscuteni,46.0786,27.2703,Romania,RO,Vrancea,,2632,2632
Saravale,46.0703,20.7372,Romania,RO,Timis,,2628,2628
Scurtesti,45.1383,26.904,Romania,RO,Buzau,,2624,2624
Copalau,47.6167,26.8333,Romania,RO,Botosani,,2624,2624
Popricani,47.3,27.5167,Romania,RO,Iasi,,2621,2621
Brebu Megiesesc,45.1677,25.7747,Romania,RO,Prahova,,2613,2613
Ghiaba,45.3092,26.0063,Romania,RO,Prahova,,2613,2613
Cosoba,44.5333,25.8167,Romania,RO,Giurgiu,,2611,2611
Falcoiu,44.2333,24.3667,Romania,RO,Olt,,2610,2610
Alunis,45.2,25.8667,Romania,RO,Prahova,,2609,2609
Trestieni,44.505,25.7576,Romania,RO,Giurgiu,,2608,2608
Bixad,47.9187,23.3916,Romania,RO,Satu Mare,,2599,2599
Ineu,47.1,22.15,Romania,RO,Bihor,,2595,2595
Maruntei,44.2132,24.4696,Romania,RO,Olt,,2593,2593
Pojorata,47.5167,25.45,Romania,RO,Suceava,,2592,2592
Popeni,46.2467,27.8052,Romania,RO,Vaslui,,2588,2588
